entry_time,entry_price,exit_time,exit_price,action,position_size,pnl,pnl_percent,exit_reason,capital_after
2025-10-27 19:00:00,114942.64,2025-10-29 03:00:00,112643.78719999999,SHORT,0.08699991578408152,198.00000000000068,1.9800000000000066,止盈TP1,1198.0000000000007
2025-10-31 03:00:00,109227.86,2025-11-01 01:00:00,109928.04,LONG,0.1096789775062883,76.79502647035217,0.6410269321398341,时间到期,1274.795026470353
